iter	RMSE
357	1.04596651
358	1.045966509
359	1.045953153
360	1.045951387
361	1.045951386
362	1.04594663
363	1.045936688
364	1.045936602
365	1.045936319
366	1.045933831
367	1.045917041
368	1.04591701
369	1.045898698
370	1.045895956
371	1.045890104
372	1.045880269
373	1.045876583
374	1.045870899
375	1.045865331
376	1.045864886
377	1.045864557
378	1.045864556
379	1.045854143
380	1.045841072
381	1.045818674
382	1.04580697
383	1.045805124
384	1.045805123
385	1.045789256
386	1.045788573
387	1.045783082
388	1.045783071
389	1.04578307
390	1.045783019
391	1.045778516
392	1.045778469
393	1.045777695
394	1.04577748
395	1.045768729
396	1.045762452
397	1.045762326
398	1.04575888
399	1.045753784
400	1.045753763
401	1.045739453
402	1.045738754
403	1.045738751
404	1.045736828
405	1.045721951
406	1.045712235
407	1.045712233
408	1.04571046
409	1.04570608
410	1.04570541
411	1.045702794
412	1.045682626
413	1.045682237
414	1.045682236
415	1.045682103
416	1.045680931
417	1.045653359
418	1.045650564
419	1.045646551
420	1.045629869
421	1.045620018
422	1.045613647
423	1.045610876
424	1.045591147
425	1.045591144
426	1.045590999
427	1.045582272
428	1.045575343
429	1.045564781
430	1.045555906
431	1.045555906
432	1.04555472
433	1.045526839
434	1.04552231
435	1.04552223
436	1.045522228
437	1.045522041
438	1.045520652
439	1.045510894
440	1.045498255
441	1.045496493
442	1.045482651
443	1.045472556
444	1.045470086
445	1.04545569
446	1.045449784
447	1.04544963
448	1.045449398
449	1.045449371
450	1.045448576
451	1.045441952
452	1.045434832
453	1.045434811
454	1.045424034
455	1.04542057
456	1.045420566
457	1.04541665
458	1.045412632
459	1.045410703
460	1.045410701
461	1.045389572
462	1.045384688
463	1.045377947
464	1.045371088
465	1.045359509
466	1.045359159
467	1.04533979
468	1.045325612
469	1.045323136
470	1.045315157
471	1.045294329
472	1.045289903
473	1.0452899
474	1.04527118
475	1.045271178
476	1.045266981
477	1.045265503
478	1.045261598
479	1.045256385
480	1.045243425
481	1.045222059
482	1.04521588
483	1.04521586
484	1.045203707
485	1.045194562
486	1.045184482
487	1.045173949
488	1.045166235
489	1.045166029
490	1.045154682
491	1.045139569
492	1.04511598
493	1.0451159
494	1.045113926
495	1.045101669
496	1.04509139
497	1.045091154
498	1.045088276
499	1.04508555
500	1.045077569
501	1.04507151
502	1.045054106
503	1.045042886
504	1.045040549
505	1.045017406
506	1.044998971
507	1.044998758
508	1.044989477
509	1.044978335
510	1.044959413
511	1.044947074
512	1.044937215
513	1.044937161
514	1.044936069
515	1.044925566
516	1.044921342
517	1.044911039
518	1.044898156
519	1.044897992
520	1.044895244
521	1.04488048
522	1.044871528
523	1.044871502
524	1.044871168
525	1.044869101
526	1.044851421
527	1.044840988
528	1.044831175
529	1.044812259
530	1.044806929
531	1.04479702
532	1.044787118
533	1.044786874
534	1.044786804
535	1.044786008
536	1.044785921
537	1.044785755
538	1.044774879
539	1.044766576
540	1.044749238
541	1.044749159
542	1.04473845
543	1.04473826
544	1.044724117
545	1.044714855
546	1.044710056
547	1.044709757
548	1.044709675
549	1.044688743
550	1.044676781
551	1.044676633
552	1.044666656
553	1.044666391
554	1.044649316
555	1.044637867
556	1.044631977
557	1.044623212
558	1.044623012
559	1.044609171
560	1.044598015
561	1.044597924
562	1.044591398
563	1.044590217
564	1.044580567
565	1.04458024
566	1.044568634
567	1.044568466
568	1.044561881
569	1.044556155
570	1.04455604
571	1.044544989
572	1.044535341
573	1.044534716
574	1.044525219
575	1.044517528
576	1.0445055
577	1.044492704
578	1.044480934
579	1.044480446
580	1.044480322
581	1.044480259
582	1.044480198
583	1.044467571
584	1.044456567
585	1.044446938
586	1.04443754
587	1.044434431
588	1.044431711
589	1.044419373
590	1.044419167
591	1.044408595
592	1.044408524
593	1.044404416
594	1.044403912
595	1.044390096
596	1.04438054
597	1.044372877
598	1.044372479
599	1.044372336
600	1.044360832
601	1.044360741
602	1.044353809
603	1.044346739
604	1.044346626
605	1.044342155
606	1.044338384
607	1.04432674
608	1.044322286
609	1.044307441
610	1.044296813
611	1.044289584
612	1.044277605
613	1.044271708
614	1.044265038
615	1.044264914
616	1.044258642
617	1.044251997
618	1.044248804
619	1.044248712
620	1.044244943
621	1.044229252
622	1.044216542
623	1.044212374
624	1.044201874
625	1.044198564
626	1.044195839
627	1.044195209
628	1.044183245
629	1.044178876
630	1.044176698
631	1.044168252
632	1.044168187
633	1.044154968
634	1.044154571
635	1.04414837
636	1.044130198
637	1.044119555
638	1.044111704
639	1.044111181
640	1.044100552
641	1.044088613
642	1.044073724
643	1.044073621
644	1.044073521
645	1.044057994
646	1.04404656
647	1.044041906
648	1.044037764
649	1.044033185
650	1.04402841
651	1.044018002
652	1.044013532
653	1.044011568
654	1.044009617
655	1.044003146
656	1.044003053
657	1.044001266
658	1.043996949
659	1.043990037
660	1.043974678
661	1.043963182
662	1.04396237
663	1.043957643
664	1.043951981
665	1.04394199
666	1.04392628
667	1.043914917
668	1.043909563
669	1.043905066
670	1.04390293
671	1.043895541
672	1.043883644
673	1.043870463
674	1.043870355
675	1.043866141
676	1.043864445
677	1.043850634
678	1.043832166
679	1.043831722
680	1.043831642
681	1.043827351
682	1.043827196
683	1.043816127
684	1.04380553
685	1.043785022
686	1.043784897
687	1.043778362
688	1.043772014
689	1.043758328
690	1.043744484
691	1.043744364
692	1.043739683
693	1.043723966
694	1.043720145
695	1.043719104
696	1.043715383
697	1.043706972
698	1.043706842
699	1.043690838
700	1.043688914
701	1.043679049
702	1.043677905
703	1.043672794
704	1.043663736
705	1.043661177
706	1.043646896
707	1.043642719
708	1.0436341
709	1.043629819
710	1.043625271
711	1.043613324
712	1.043610996
713	1.043610857
714	1.043606257
715	1.043591965
716	1.043580748
717	1.043571538
718	1.043571134
719	1.043561539
720	1.043552858
721	1.043544061
722	1.04354405
723	1.043543985
724	1.043532921
725	1.043529463
726	1.043522394
727	1.043521584
728	1.043515928
729	1.043510741
730	1.04350007
731	1.043493158
732	1.043488205
733	1.04348397
734	1.043481218
735	1.043470396
736	1.043463477
737	1.043456805
738	1.043450541
739	1.043446543
740	1.043446482
741	1.043434877
742	1.04342297
743	1.043418703
744	1.043416377
745	1.043405448
746	1.04338941
747	1.043383322
748	1.043377548
749	1.043377407
750	1.043372798
751	1.043367624
752	1.043361488
753	1.043351713
754	1.043345256
755	1.043343118
756	1.043330054
757	1.043323946
758	1.043321343
759	1.043310604
760	1.043308779
761	1.043304162
762	1.043288386
763	1.043283395
764	1.043282173
765	1.043282063
766	1.043278827
767	1.043271126
768	1.043267048
769	1.043254602
770	1.043239622
771	1.043223792
772	1.043223671
773	1.043222242
774	1.043213323
775	1.043206592
776	1.04320394
777	1.043200726
778	1.043194219
779	1.043182503
780	1.043181871
781	1.043181226
782	1.043177373
783	1.043175987
784	1.04316777
785	1.043167576
786	1.043163661
787	1.043161508
788	1.043156227
789	1.043136729
790	1.043130614
791	1.043117768
792	1.043108072
793	1.043098508
794	1.043098182
795	1.043094386
796	1.043089381
797	1.043085463
798	1.043077553
799	1.043069707
800	1.043054683
801	1.043054615
802	1.043046421
803	1.04304263
804	1.043032766
805	1.043025541
806	1.043020158
807	1.043010797
808	1.043002868
809	1.042983915
810	1.042975067
811	1.042963545
812	1.042949401
813	1.042943423
814	1.042934269
815	1.04292863
816	1.042917818
817	1.04290931
818	1.042900508
819	1.042899105
820	1.042883807
821	1.04288178
822	1.042873323
823	1.042858516
824	1.042851738
825	1.04284572
826	1.042842938
827	1.04284275
828	1.042833461
829	1.042820547
830	1.042809888
831	1.04280689
832	1.042801733
833	1.042791632
834	1.042789198
835	1.04277973
836	1.04276912
837	1.042761134
838	1.042757506
839	1.042751639
840	1.042749068
841	1.042730354
842	1.042725293
843	1.042720372
844	1.042715525
845	1.042715232
846	1.042715192
847	1.042712069
848	1.042708099
849	1.042703428
850	1.042697787
851	1.042683582
852	1.04267233
853	1.042660957
854	1.042648823
855	1.042645945
856	1.042644065
857	1.042638601
858	1.042631645
859	1.042629964
860	1.042620482
861	1.042616935
862	1.04261417
863	1.042614128
864	1.042611147
865	1.042599087
866	1.042594881
867	1.042590564
868	1.042581093
869	1.042577671
870	1.042566817
871	1.042565196
872	1.042565124
873	1.042562698
874	1.042555875
875	1.042549331
876	1.042548099
877	1.042546958
878	1.042539767
879	1.042534659
880	1.042522664
881	1.042518709
882	1.042505077
883	1.042504922
884	1.042494186
885	1.042494168
886	1.042490625
887	1.042489046
888	1.042487346
889	1.042482072
890	1.042482048
891	1.042478882
892	1.042474435
893	1.042469302
894	1.042467323
895	1.042462272
896	1.04245633
897	1.042446028
898	1.042430489
899	1.04242715
900	1.042418522
901	1.042409148
902	1.042397466
903	1.042394044
904	1.042391414
905	1.042390642
906	1.042377367
907	1.042365303
908	1.042355639
909	1.042344067
910	1.042326791
911	1.042323004
912	1.042313356
913	1.042313286
914	1.042308175
915	1.042304446
916	1.042291881
917	1.042288392
918	1.042282323
919	1.042272773
920	1.04226386
921	1.042254517
922	1.042249498
923	1.042243831
924	1.042238063
925	1.042236386
926	1.042231568
927	1.042217232
928	1.042211725
929	1.042197977
930	1.042190006
931	1.042189995
932	1.042175833
933	1.042164024
934	1.04216118
935	1.042151344
936	1.04214992
937	1.042141001
938	1.042134602
939	1.042128699
940	1.042122249
941	1.042117302
942	1.042114389
943	1.042110524
944	1.04210809
945	1.042099916
946	1.042088504
947	1.042084792
948	1.042075356
949	1.042075216
950	1.042070104
951	1.042062887
952	1.042054747
953	1.042046856
954	1.042034158
955	1.04203097
956	1.042022578
957	1.042013111
958	1.042009541
959	1.041997342
960	1.041990904
961	1.04198096
962	1.041980467
963	1.041977769
964	1.041962851
965	1.041954517
966	1.041947907
967	1.041942876
968	1.041939048
969	1.041938749
970	1.041926813
971	1.041926755
972	1.041918094
973	1.041909905
974	1.041895373
975	1.041893156
976	1.041884147
977	1.04187514
978	1.041861259
979	1.041857152
980	1.041852083
981	1.041842366
982	1.041834108
983	1.041823459
984	1.04181966
985	1.04180974
986	1.041803255
987	1.041799705
988	1.041794638
989	1.041789126
990	1.041786495
991	1.041783669
992	1.041779542
993	1.041765345
994	1.041759395
995	1.041753746
996	1.04175188
997	1.041738806
998	1.041735177
999	1.041735088
1000	1.041720516
1001	1.041708252
1002	1.041697518
1003	1.041680204
1004	1.041672708
1005	1.041664454
1006	1.041664426
1007	1.041661307
1008	1.041653268
1009	1.041645989
1010	1.041639089
1011	1.041634545
1012	1.041633669
1013	1.041630559
1014	1.041626733
1015	1.041614544
1016	1.041611436
1017	1.04161142
1018	1.041607905
1019	1.041604752
1020	1.04159642
1021	1.041596382
1022	1.041582679
1023	1.041579779
1024	1.041572129
1025	1.041572081
1026	1.041569646
1027	1.041563203
1028	1.041562421
1029	1.041559462
1030	1.041548216
1031	1.041537477
1032	1.041534476
1033	1.041520599
1034	1.041516292
1035	1.041512627
1036	1.0414989
1037	1.041482804
1038	1.041475364
1039	1.041462497
1040	1.041450091
1041	1.0414478
1042	1.041447774
1043	1.041447697
1044	1.041447663
1045	1.04143615
1046	1.041418086
1047	1.041408052
1048	1.041401556
1049	1.041401454
1050	1.041401397
1051	1.041396374
1052	1.04139475
1053	1.041394665
1054	1.041390344
1055	1.041388497
1056	1.041380131
1057	1.041376658
1058	1.041369841
1059	1.04136983
1060	1.0413574
1061	1.04135447
1062	1.041342637
1063	1.041332623
1064	1.041326998
1065	1.041314908
1066	1.04130718
1067	1.041294289
1068	1.041290155
1069	1.04128847
1070	1.0412883
1071	1.041270963
1072	1.041262725
1073	1.041253562
1074	1.041246815
1075	1.041241522
1076	1.041227873
1077	1.041222913
1078	1.041219538
1079	1.041210818
1080	1.041201845
1081	1.041189888
1082	1.041187719
1083	1.041186051
1084	1.041182684
1085	1.041180218
1086	1.041170515
1087	1.041166048
1088	1.04116184
1089	1.041156537
1090	1.041156379
1091	1.04115138
1092	1.041135796
1093	1.041134332
1094	1.041123314
1095	1.041111806
1096	1.041111795
1097	1.041107576
1098	1.041104796
1099	1.041103843
1100	1.041098761
1101	1.041093619
1102	1.041086939
1103	1.041075067
1104	1.041064554
1105	1.041058984
1106	1.041055209
1107	1.041044736
1108	1.041044719
1109	1.041031398
1110	1.04102491
1111	1.041014815
1112	1.041002294
1113	1.040989592
1114	1.040984122
1115	1.040970123
1116	1.040967079
1117	1.040958159
1118	1.040950415
1119	1.040943991
1120	1.040943923
1121	1.040936779
1122	1.040928935
1123	1.040923848
1124	1.040918487
1125	1.040913315
1126	1.040907501
1127	1.040895632
1128	1.040893983
1129	1.04088253
1130	1.040868937
1131	1.040860188
1132	1.04086014
1133	1.040857742
1134	1.040849224
1135	1.040833172
1136	1.04082611
1137	1.040816197
1138	1.040816105
1139	1.04080701
1140	1.040806975
1141	1.040801803
1142	1.04079637
1143	1.040793723
1144	1.040785306
1145	1.040784245
1146	1.040779576
1147	1.040777018
1148	1.04076757
1149	1.04076692
1150	1.04076437
1151	1.040759339
1152	1.040743044
1153	1.040733
1154	1.040727801
1155	1.040723566
1156	1.040719161
1157	1.040713218
1158	1.040708183
1159	1.04069197
1160	1.040691951
1161	1.040686527
1162	1.040682905
1163	1.040676367
1164	1.040672899
1165	1.040663072
1166	1.040660612
1167	1.040652721
1168	1.040642186
1169	1.040631619
1170	1.040631044
1171	1.040628721
1172	1.040619576
1173	1.040610576
1174	1.040605655
1175	1.040599424
1176	1.040597086
1177	1.040589125
1178	1.040588005
1179	1.040580849
1180	1.040572507
1181	1.040564969
1182	1.040558524
1183	1.040552233
1184	1.040545996
1185	1.040537819
1186	1.040526221
1187	1.040512801
1188	1.040512686
1189	1.040505147
1190	1.040499893
1191	1.040498402
1192	1.040490951
1193	1.040473056
1194	1.040464015
1195	1.040452838
1196	1.040438657
1197	1.040437716
1198	1.040431943
1199	1.040425141
1200	1.040423978
1201	1.040420837
1202	1.040411255
1203	1.04039868
1204	1.040391889
1205	1.040377884
1206	1.040375894
1207	1.040361662
1208	1.040349724
1209	1.040339458
1210	1.04033945
1211	1.040334942
1212	1.040324268
1213	1.040317584
1214	1.040311525
1215	1.040303613
1216	1.04029434
1217	1.040289602
1218	1.040282023
1219	1.040272036
1220	1.040271426
1221	1.040265575
1222	1.040262484
1223	1.040252164
1224	1.040235342
1225	1.04023502
1226	1.040234951
1227	1.040225765
1228	1.040208891
1229	1.040203936
1230	1.040190855
1231	1.040180653
1232	1.040176684
1233	1.040169892
1234	1.040167206
1235	1.040165614
1236	1.040162596
1237	1.040162554
1238	1.040156468
1239	1.040154295
1240	1.04014509
1241	1.040144078
1242	1.040135001
1243	1.040129995
1244	1.040120968
1245	1.040119811
1246	1.040119201
1247	1.040117205
1248	1.040108797
1249	1.040108698
1250	1.040102126
1251	1.040087462
1252	1.040086689
1253	1.040080759
1254	1.04008017
1255	1.04007684
1256	1.04007677
1257	1.040073443
1258	1.040066856
1259	1.040059426
1260	1.040045013
1261	1.040044343
1262	1.040039333
1263	1.040033125
1264	1.040018069
1265	1.040008014
1266	1.040005724
1267	1.039996847
1268	1.039985741
1269	1.039973713
1270	1.039964506
1271	1.039953838
1272	1.039944222
1273	1.039932778
1274	1.039919843
1275	1.039911739
1276	1.039911166
1277	1.039899887
1278	1.039892585
1279	1.039878563
1280	1.03986727
1281	1.039865177
1282	1.039860025
1283	1.039844053
1284	1.03984249
1285	1.039837251
1286	1.03982707
1287	1.039820292
1288	1.039807918
1289	1.039805399
1290	1.039802059
1291	1.039798376
1292	1.039788942
1293	1.039787039
1294	1.039785632
1295	1.039782141
1296	1.039764287
1297	1.039753935
1298	1.039744027
1299	1.039739945
1300	1.039736424
1301	1.039727307
1302	1.039717257
1303	1.039712598
1304	1.039709418
1305	1.03970303
1306	1.039693643
1307	1.039689264
1308	1.039684063
1309	1.03967704
1310	1.039667936
1311	1.039663663
1312	1.039656492
1313	1.039649796
1314	1.039642952
1315	1.039639988
1316	1.039622892
1317	1.039620237
1318	1.039620158
1319	1.03961677
1320	1.039602909
1321	1.039593087
1322	1.039593048
1323	1.039586508
1324	1.039582223
1325	1.039576669
1326	1.039572567
1327	1.039570991
1328	1.039564079
1329	1.039556946
1330	1.039545236
1331	1.039541263
1332	1.039530533
1333	1.039517745
1334	1.039512095
1335	1.039504554
1336	1.039496319
1337	1.039493806
1338	1.039489861
1339	1.039479309
1340	1.039474737
1341	1.039471717
1342	1.039462495
1343	1.039448102
1344	1.039440721
1345	1.039436182
1346	1.039432254
1347	1.039428595
1348	1.039416152
1349	1.039407988
1350	1.039402842
1351	1.039396025
1352	1.039387174
1353	1.039386765
1354	1.039380899
1355	1.03936715
1356	1.03935159
1357	1.039346277
1358	1.039333326
1359	1.039320397
1360	1.039309308
1361	1.039299629
1362	1.039294089
1363	1.03928532
1364	1.03928007
1365	1.039269487
1366	1.039268366
1367	1.03926005
1368	1.039250502
1369	1.03924043
1370	1.039239594
1371	1.039237326
1372	1.039232847
1373	1.039229475
1374	1.03921819
1375	1.039209376
1376	1.03920144
1377	1.039197858
1378	1.039194491
1379	1.039188588
1380	1.039182366
1381	1.039180313
1382	1.039177289
1383	1.039167826
1384	1.039159439
1385	1.039148811
1386	1.03913876
1387	1.039134609
1388	1.039129491
1389	1.039123031
1390	1.039115207
1391	1.039115149
1392	1.039096824
1393	1.039085388
1394	1.039074832
1395	1.039069641
1396	1.03906608
1397	1.039061532
1398	1.03905864
1399	1.039044679
1400	1.039041758
1401	1.039025251
1402	1.039021043
1403	1.039014748
1404	1.039011098
1405	1.039001743
1406	1.038994361
1407	1.038980569
1408	1.038976284
1409	1.038963063
1410	1.038951012
1411	1.038942855
1412	1.038930835
1413	1.038927656
1414	1.038921219
1415	1.038918788
1416	1.038916485
1417	1.038908691
1418	1.03889439
1419	1.038884167
1420	1.038877584
1421	1.038876472
1422	1.038872619
1423	1.038866913
1424	1.038855318
1425	1.038851073
1426	1.038844149
1427	1.03884414
1428	1.03884074
1429	1.038824279
1430	1.03882164
1431	1.03880614
1432	1.038794447
1433	1.038791722
1434	1.03878778
1435	1.038785768
1436	1.038780996
1437	1.038766812
1438	1.038761354
1439	1.038745592
1440	1.038737112
1441	1.038732832
1442	1.038724384
1443	1.03871411
1444	1.038710055
1445	1.038706295
1446	1.038704396
1447	1.038700466
1448	1.038699525
1449	1.038688185
1450	1.038671729
1451	1.038669853
1452	1.038664131
1453	1.038653376
1454	1.038638533
1455	1.03863174
1456	1.038628071
1457	1.038626553
1458	1.038615456
1459	1.038609427
1460	1.038608198
1461	1.038599488
1462	1.03859629
1463	1.038593178
1464	1.038590029
1465	1.038587188
1466	1.038572058
1467	1.038559922
1468	1.038555532
1469	1.038551186
1470	1.038549032
1471	1.038547301
1472	1.03853622
1473	1.038531061
1474	1.038524843
1475	1.038515292
1476	1.03851253
1477	1.038503846
1478	1.038493918
1479	1.038485199
1480	1.038482517
1481	1.038475074
1482	1.038463134
1483	1.038455396
1484	1.038447155
1485	1.038434249
1486	1.038422937
1487	1.038420285
1488	1.038409836
1489	1.038399081
1490	1.038392135
1491	1.038389884
1492	1.038380733
1493	1.038373934
1494	1.038362155
1495	1.038352301
1496	1.038345765
1497	1.038336193
1498	1.038330177
1499	1.038321
1500	1.038317503
1501	1.038304824
1502	1.038298906
1503	1.038294839
1504	1.038287708
1505	1.038276021
1506	1.038262745
1507	1.038250726
1508	1.03823911
1509	1.038231076
1510	1.038216678
1511	1.038210688
1512	1.03820989
1513	1.038205086
1514	1.038199109
1515	1.038190594
1516	1.038183398
1517	1.038169603
1518	1.038163234
1519	1.038159524
1520	1.038156584
1521	1.038148199
1522	1.038137692
1523	1.038134297
1524	1.038126225
1525	1.038122994
1526	1.0381117
1527	1.038111581
1528	1.038106733
1529	1.038101746
1530	1.038099927
1531	1.038086433
1532	1.038075888
1533	1.038062817
1534	1.038051123
1535	1.038045759
1536	1.038033466
1537	1.038025215
1538	1.038012323
1539	1.038000049
1540	1.037995137
1541	1.037992423
1542	1.037989762
1543	1.037984591
1544	1.037973882
1545	1.037963262
1546	1.037953502
1547	1.03795142
1548	1.03794197
1549	1.03794092
1550	1.037926806
1551	1.037913979
1552	1.037899989
1553	1.037893707
1554	1.03788366
1555	1.037876898
1556	1.03786816
1557	1.037858239
1558	1.037855225
1559	1.037849279
1560	1.037836775
1561	1.037832743
1562	1.037830104
1563	1.037823467
1564	1.037820212
1565	1.037820212
1566	1.037806455
1567	1.037796927
1568	1.037794342
1569	1.037789887
1570	1.037786705
1571	1.037773332
1572	1.037760937
1573	1.037756616
1574	1.037744854
1575	1.037735405
1576	1.03772398
1577	1.037714003
1578	1.037709212
1579	1.037696919
1580	1.037694967
1581	1.037691683
1582	1.037691619
1583	1.037691108
1584	1.037688533
1585	1.037681716
1586	1.03767276
1587	1.037660492
1588	1.037651495
1589	1.03764575
1590	1.037637718
1591	1.037632063
1592	1.037618025
1593	1.037611073
1594	1.037598242
1595	1.037583778
1596	1.037573862
1597	1.037572569
1598	1.037565685
