iter	Passed	Remaining
1499	1798741	359748
1500	1800563	358673
1501	1802139	357548
1502	1803739	356427
1503	1805457	355329
1504	1807042	354204
1505	1808777	353108
1506	1810501	352008
1507	1812150	350893
1508	1813683	349756
1509	1815464	348665
1510	1817000	347526
1511	1818774	346433
1512	1819989	345232
1513	1821742	344133
1514	1823313	342999
1515	1824854	341859
1516	1826324	340705
1517	1827988	339586
1518	1829766	338488
1519	1831499	337381
1520	1833169	336261
1521	1834887	335150
1522	1836431	334006
1523	1838084	332881
1524	1839816	331770
1525	1841503	330650
1526	1843100	329513
1527	1844392	328321
1528	1845830	327155
1529	1847390	326010
1530	1849035	324879
1531	1850814	323771
1532	1852487	322644
1533	1853979	321485
1534	1855635	320353
1535	1857190	319204
1536	1858842	318071
1537	1860790	316987
1538	1862554	315871
1539	1864053	314710
1540	1865644	313563
1541	1867220	312414
1542	1868788	311262
1543	1870446	310125
1544	1872213	309006
1545	1873775	307851
1546	1875531	306728
1547	1877073	305570
1548	1878731	304429
1549	1880267	303269
1550	1881939	302129
1551	1883595	300986
1552	1885155	299828
1553	1886767	298677
1554	1888289	297511
1555	1890002	296375
1556	1891731	295241
1557	1893384	294094
1558	1895061	292950
1559	1896644	291791
1560	1898178	290624
1561	1899773	289466
1562	1901531	288332
1563	1903230	287188
1564	1904619	285997
1565	1905701	284759
1566	1907312	283601
1567	1908856	282432
1568	1910534	281283
1569	1912387	280158
1570	1914146	279019
1571	1915800	277864
1572	1917436	276705
1573	1919049	275543
1574	1920792	274398
1575	1922391	273233
1576	1924101	272082
1577	1925641	270907
1578	1927226	269738
1579	1928781	268564
1580	1930624	267429
1581	1932149	266250
1582	1933467	265042
1583	1934512	263797
1584	1936185	262637
1585	1937721	261458
1586	1939299	260284
1587	1941122	259142
1588	1942936	257998
1589	1944599	256833
1590	1946092	255646
1591	1947627	254463
1592	1949183	253283
1593	1950901	252124
1594	1952692	250973
1595	1954452	249817
1596	1956119	248648
1597	1957508	247444
1598	1959136	246270
